Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type Reclassify,Partition
297.600,309.300,1610,35.000,6,0,"1","2_Testing"
297.600,309.300,1543,34.300,8,0,"1","1_Training"
297.800,309.400,1445,48.200,10,0,"3","1_Training"
297.700,309.300,1893,24.600,15,0,"1","2_Testing"
297.600,309.300,1415,41.300,17,0,"2","1_Training"
297.500,309.300,1564,37.500,20,0,"1","1_Training"
297.500,309.300,1479,39.400,22,0,"1","2_Testing"
297.500,309.200,1426,44.800,24,0,"1","2_Testing"
297.400,309.200,1428,38.800,26,0,"1","1_Training"
297.400,309.200,1620,33.200,28,0,"1","1_Training"
297.500,309.200,1715,28.000,30,0,"1","1_Training"
297.500,309.300,1732,29.900,32,0,"1","1_Training"
297.500,309.400,1391,58.200,34,0,"2","1_Training"
297.600,309.500,1924,20.600,37,0,"1","1_Training"
297.700,309.500,2027,19.800,39,0,"2","2_Testing"
297.600,309.500,1617,36.200,42,0,"1","1_Training"
297.500,309.400,1497,35.800,44,0,"1","2_Testing"
297.500,309.500,1448,43.700,46,0,"2","2_Testing"
297.400,309.400,1401,45.900,49,0,"1","1_Training"
297.400,309.400,1620,35.400,51,0,"1","1_Training"
297.400,309.400,1466,45.500,53,0,"1","1_Training"
297.600,309.500,1373,50.600,55,0,"1","2_Testing"
297.600,309.600,1592,35.800,57,0,"2","1_Training"
297.500,309.500,1553,42.400,60,0,"2","1_Training"
297.600,309.500,1569,36.200,63,0,"1","1_Training"
297.600,309.500,1709,32.200,65,0,"2","1_Training"
297.600,309.500,1549,34.900,68,0,"1","1_Training"
297.500,309.400,1443,45.400,70,0,"1","1_Training"
297.500,309.300,1675,29.800,72,0,"1","2_Testing"
297.500,309.300,1623,33.400,74,0,"1","1_Training"
297.400,309.300,1365,52.400,76,0,"3","1_Training"
297.400,309.300,1759,24.800,81,0,"1","1_Training"
297.400,309.300,1516,43.000,83,0,"3","1_Training"
297.400,309.300,1499,36.800,88,0,"2","1_Training"
297.400,309.300,1775,25.800,91,0,"2","1_Training"
297.400,309.400,1473,45.500,94,0,"1","2_Testing"
297.400,309.400,1296,52.300,96,0,"1","1_Training"
297.500,309.400,1803,24.700,98,0,"1","2_Testing"
297.500,309.300,1563,36.100,100,0,"3","1_Training"
297.500,309.400,1831,26.600,105,0,"2","2_Testing"
297.600,309.400,1958,22.100,108,0,"1","1_Training"
297.500,309.400,1809,24.300,110,0,"1","1_Training"
297.500,309.400,1482,39.300,112,0,"2","1_Training"
297.400,309.300,1332,53.200,115,0,"1","1_Training"
297.400,309.200,1437,40.400,117,0,"1","1_Training"
297.400,309.200,1698,29.400,119,0,"1","2_Testing"
297.400,309.200,1274,54.300,121,0,"1","1_Training"
297.400,309.300,1622,35.000,123,0,"2","1_Training"
297.400,309.300,1564,36.000,126,0,"2","1_Training"
297.500,309.400,1368,45.300,129,0,"3","1_Training"
297.400,309.400,1539,42.200,134,0,"2","1_Training"
297.500,309.400,1357,50.100,137,0,"1","1_Training"
297.500,309.400,1433,48.300,139,0,"2","1_Training"
297.500,309.400,1650,34.600,142,0,"1","1_Training"
297.500,309.400,1503,40.600,144,0,"1","1_Training"
297.500,309.400,1318,58.200,146,0,"1","1_Training"
297.500,309.400,1678,34.400,148,0,"2","2_Testing"
297.600,309.500,1574,30.900,151,0,"1","1_Training"
297.700,309.600,1529,35.200,153,0,"1","2_Testing"
297.600,309.600,1669,32.100,155,0,"3","1_Training"
297.700,309.700,1570,35.800,160,0,"3","1_Training"
297.600,309.700,1541,33.700,165,0,"2","1_Training"
297.700,309.700,1680,30.200,168,0,"2","1_Training"
297.800,309.700,1935,22.100,171,0,"1","1_Training"
297.700,309.600,1596,35.200,173,0,"2","1_Training"
297.700,309.700,1498,41.000,176,0,"1","1_Training"
297.800,309.800,1676,29.000,178,0,"2","1_Training"
297.800,309.900,1351,49.000,181,0,"1","2_Testing"
297.900,309.900,1472,45.000,183,0,"1","2_Testing"
297.900,310.000,1439,41.700,185,0,"2","1_Training"
297.900,309.900,1410,55.400,188,0,"2","1_Training"
297.700,309.700,1440,51.100,191,0,"3","2_Testing"
297.700,309.700,1591,37.700,196,0,"1","2_Testing"
297.800,309.800,1533,36.800,198,0,"1","1_Training"
297.800,309.700,1700,31.300,200,0,"2","2_Testing"
297.800,309.800,1798,25.500,203,0,"2","1_Training"
297.800,309.700,1394,42.900,206,0,"1","1_Training"
297.800,309.700,1341,49.200,208,0,"1","1_Training"
297.700,309.600,1697,32.200,210,0,"3","1_Training"
297.600,309.600,1419,48.200,215,0,"3","2_Testing"
297.600,309.500,2001,20.500,220,0,"1","2_Testing"
297.600,309.500,1623,33.100,224,0,"3","1_Training"
297.600,309.400,1628,33.400,229,0,"1","2_Testing"
297.600,309.400,1491,40.200,231,0,"1","1_Training"
297.500,309.400,1517,36.700,233,0,"1","1_Training"
297.500,309.300,1525,41.700,235,0,"3","2_Testing"
297.500,309.500,1668,27.900,240,0,"3","1_Training"
297.500,309.600,1312,50.700,0,0,"1","1_Training"
297.600,309.600,1278,50.400,2,0,"3","1_Training"
297.600,309.600,1330,53.100,7,0,"2","1_Training"
297.600,309.600,1530,37.300,10,0,"2","1_Training"
297.600,309.600,1428,46.600,13,0,"3","1_Training"
297.700,309.600,1480,47.900,18,0,"1","1_Training"
297.700,309.700,1616,31.100,20,0,"3","1_Training"
297.800,309.700,1547,37.300,25,0,"1","1_Training"
297.900,309.700,2194,16.800,27,0,"1","1_Training"
297.900,309.800,2000,21.300,29,0,"1","1_Training"
297.900,309.900,1542,33.800,33,0,"1","1_Training"
297.900,309.800,1693,29.900,35,0,"2","1_Training"
297.900,309.800,1461,50.500,38,0,"1","1_Training"
298.000,309.900,1565,33.900,40,0,"2","1_Training"
298.000,309.900,1403,47.700,43,0,"1","1_Training"
298.100,309.900,1629,32.500,45,0,"1","1_Training"
298.100,310.000,1534,33.700,47,0,"1","1_Training"
298.100,310.000,1553,40.900,49,0,"1","1_Training"
298.100,309.900,1563,32.800,51,0,"1","1_Training"
298.100,309.900,1634,30.000,53,0,"1","2_Testing"
298.000,309.900,1445,45.200,55,0,"2","1_Training"
298.100,309.900,1642,30.400,58,0,"1","2_Testing"
298.100,309.900,1686,29.100,60,0,"3","1_Training"
298.100,310.000,1393,43.100,65,0,"2","1_Training"
298.200,310.000,1433,44.200,68,0,"3","1_Training"
298.300,310.000,1507,44.700,73,0,"1","2_Testing"
298.300,310.100,1389,49.600,75,0,"2","1_Training"
298.300,310.100,1408,45.300,78,0,"1","1_Training"
298.400,310.200,1725,32.000,80,0,"2","1_Training"
298.400,310.100,1926,23.700,83,0,"1","2_Testing"
298.300,310.100,1509,37.600,85,0,"3","1_Training"
298.300,310.100,1545,36.300,90,0,"1","1_Training"
298.400,310.100,1533,35.200,92,0,"1","2_Testing"
298.400,310.100,1455,42.200,94,0,"1","1_Training"
298.400,310.100,1335,57.800,96,0,"2","1_Training"
298.300,310.100,1523,45.900,99,0,"1","2_Testing"
298.300,310.000,1460,47.600,101,0,"1","2_Testing"
298.400,310.000,1554,37.300,103,0,"1","2_Testing"
298.300,310.000,1419,47.100,105,0,"3","1_Training"
298.300,310.000,1442,43.900,110,0,"1","1_Training"
298.300,309.900,1507,41.600,112,0,"1","1_Training"
298.300,310.000,1858,23.900,114,0,"1","1_Training"
298.300,309.900,1463,43.900,116,0,"1","1_Training"
298.200,309.700,1585,37.400,118,0,"1","2_Testing"
298.000,309.600,1536,37.300,120,0,"1","1_Training"
298.000,309.600,1403,51.300,122,0,"1","1_Training"
297.900,309.600,1515,38.800,124,0,"2","1_Training"
297.900,309.500,1390,47.900,127,0,"1","1_Training"
297.800,309.400,1226,58.700,129,0,"2","1_Training"
297.800,309.400,1495,36.500,132,0,"2","1_Training"
297.700,309.400,1608,30.200,135,0,"3","1_Training"
297.700,309.400,1392,44.100,140,0,"1","2_Testing"
297.700,309.400,1461,43.700,142,0,"2","1_Training"
297.700,309.300,1559,36.900,145,0,"1","1_Training"
297.700,309.300,1400,48.900,147,0,"3","1_Training"
297.700,309.200,1732,28.800,152,0,"2","1_Training"
297.600,309.200,1611,33.100,155,0,"1","1_Training"
297.600,309.100,1503,38.900,157,0,"1","1_Training"
297.700,309.200,1391,44.500,159,0,"1","1_Training"
297.800,309.300,2015,20.100,161,0,"1","2_Testing"
297.800,309.200,1683,30.900,163,0,"1","1_Training"
297.700,309.100,1435,38.800,165,0,"1","2_Testing"
297.700,309.100,1732,28.100,167,0,"2","2_Testing"
297.700,309.200,1365,58.600,170,0,"1","2_Testing"
297.700,309.100,1562,36.800,172,0,"1","2_Testing"
297.600,309.100,1449,49.100,174,0,"1","1_Training"
297.700,309.200,1700,27.400,176,0,"2","1_Training"
297.600,309.000,1427,45.600,179,0,"2","2_Testing"
297.600,308.900,1479,38.100,182,0,"2","1_Training"
297.500,308.900,1469,44.000,185,0,"1","2_Testing"
297.500,308.900,1390,47.400,187,0,"1","2_Testing"
297.500,308.900,1729,28.100,189,0,"1","1_Training"
297.500,309.000,1470,43.500,191,0,"1","1_Training"
297.500,308.900,1459,48.500,193,0,"1","1_Training"
297.500,308.900,1738,24.000,195,0,"1","2_Testing"
297.500,308.900,1471,37.700,197,0,"3","1_Training"
297.600,309.000,1822,25.400,202,0,"1","2_Testing"
297.500,308.900,1554,34.800,204,0,"1","1_Training"
297.600,308.900,1433,43.200,206,0,"2","1_Training"
297.600,308.900,1449,47.700,209,0,"1","1_Training"
297.800,309.000,1456,41.200,0,0,"1","2_Testing"
297.800,309.100,1424,45.500,2,0,"2","1_Training"
297.900,309.200,1577,34.700,5,0,"3","1_Training"
297.900,309.200,1478,39.700,10,0,"1","2_Testing"
297.800,309.200,1295,61.200,12,0,"2","1_Training"
297.800,309.200,1372,47.300,15,0,"1","1_Training"
297.800,309.100,1432,42.600,17,0,"2","1_Training"
297.700,309.000,1656,33.200,20,0,"2","1_Training"
297.800,309.000,1410,48.800,23,0,"3","1_Training"
297.700,309.000,1874,24.400,28,0,"1","1_Training"
297.700,309.000,1538,43.200,30,0,"1","1_Training"
297.700,309.000,1636,29.700,32,0,"2","1_Training"
297.700,309.000,1504,40.400,35,0,"2","1_Training"
297.700,309.000,1531,42.400,38,0,"2","2_Testing"
297.600,309.000,1735,26.400,41,0,"3","1_Training"
297.600,309.000,1354,55.600,46,0,"3","2_Testing"
297.600,309.000,1413,40.200,51,0,"3","1_Training"
297.700,309.100,1563,39.300,56,0,"1","2_Testing"
297.700,309.100,1479,42.100,58,0,"1","1_Training"
297.700,309.100,1477,38.300,60,0,"1","2_Testing"
297.600,309.100,1394,50.000,62,0,"1","1_Training"
297.600,309.000,1487,45.400,64,0,"1","1_Training"
297.600,309.000,1815,25.300,66,0,"2","1_Training"
297.600,308.800,1453,39.700,69,0,"2","1_Training"
297.600,308.800,1539,40.200,72,0,"1","1_Training"
297.500,308.700,1416,39.200,74,0,"3","1_Training"
297.600,308.800,1683,31.600,79,0,"2","2_Testing"
297.700,308.800,1515,40.100,82,0,"1","1_Training"
297.700,308.900,1531,48.300,84,0,"2","1_Training"
297.700,308.900,1479,40.900,87,0,"3","1_Training"
297.700,308.900,1516,33.700,92,0,"1","1_Training"
297.700,309.000,1507,38.200,94,0,"1","1_Training"
297.800,309.000,1434,43.300,96,0,"2","1_Training"
297.700,308.900,1838,27.300,99,0,"1","2_Testing"
297.600,308.800,1416,45.900,101,0,"2","1_Training"
297.600,308.800,1357,49.700,104,0,"2","1_Training"
297.500,308.700,1697,28.100,107,0,"2","2_Testing"
297.500,308.700,1443,46.200,110,0,"1","1_Training"
297.500,308.700,1453,37.600,112,0,"1","1_Training"
297.400,308.600,1439,46.400,114,0,"1","1_Training"
297.400,308.600,1609,36.200,116,0,"1","1_Training"
297.400,308.600,1324,59.100,118,0,"1","1_Training"
297.400,308.600,1420,45.800,120,0,"3","1_Training"
297.400,308.700,1545,36.900,125,0,"1","1_Training"
297.500,308.800,1477,39.000,127,0,"1","1_Training"
297.400,308.800,1447,58.100,129,0,"1","1_Training"
297.400,308.900,1809,23.800,131,0,"1","2_Testing"
297.500,308.900,1696,30.900,133,0,"1","1_Training"
297.500,308.900,1427,44.700,135,0,"1","2_Testing"
297.400,308.900,1500,46.300,137,0,"2","1_Training"
297.500,308.900,1390,44.600,140,0,"1","1_Training"
297.400,308.800,1640,34.200,142,0,"1","1_Training"
297.400,308.800,1628,37.400,144,0,"2","2_Testing"
297.300,308.600,1499,37.600,147,0,"3","2_Testing"
297.400,308.700,1425,50.300,152,0,"2","1_Training"
297.300,308.600,1586,37.700,155,0,"1","1_Training"
297.300,308.600,1471,50.700,157,0,"2","1_Training"
297.300,308.600,1431,53.000,160,0,"2","2_Testing"
297.200,308.600,1924,22.100,163,0,"1","1_Training"
297.100,308.400,1421,42.000,165,0,"2","1_Training"
297.000,308.400,1305,54.600,168,0,"3","2_Testing"
296.900,308.400,1557,32.400,173,0,"1","1_Training"
296.900,308.300,1555,38.200,175,0,"1","1_Training"
296.900,308.300,1474,39.200,177,0,"3","2_Testing"
296.800,308.300,1506,45.900,182,0,"1","2_Testing"
296.900,308.400,1390,41.800,184,0,"1","1_Training"
296.900,308.400,1450,46.900,186,0,"2","1_Training"
296.900,308.300,1513,38.800,189,0,"1","1_Training"
296.800,308.200,1643,34.700,191,0,"1","1_Training"
296.800,308.200,1361,53.800,193,0,"1","1_Training"
296.700,308.100,1450,40.900,195,0,"1","1_Training"
296.700,308.000,1451,50.700,197,0,"1","1_Training"
296.800,308.100,1356,48.300,201,0,"1","1_Training"
296.700,308.100,1528,46.300,203,0,"3","1_Training"
296.600,308.000,1978,22.300,208,0,"1","1_Training"
296.700,308.000,1535,36.800,210,0,"1","2_Testing"
296.800,308.100,1843,24.200,212,0,"2","1_Training"
296.900,308.100,1422,48.700,215,0,"1","2_Testing"
296.800,308.000,1536,40.400,217,0,"1","1_Training"
296.900,308.100,1483,44.300,219,0,"2","1_Training"
296.800,308.100,1492,43.700,222,0,"3","1_Training"
296.800,308.000,1584,40.400,227,0,"1","1_Training"
296.900,308.100,1555,33.700,229,0,"1","1_Training"
296.800,308.000,1497,41.700,231,0,"1","1_Training"
296.700,307.800,1537,36.300,233,0,"2","2_Testing"
296.700,307.800,1505,39.400,236,0,"1","2_Testing"
296.700,307.800,1646,34.600,238,0,"1","2_Testing"
296.700,307.800,1286,60.500,0,0,"2","1_Training"
296.700,307.800,1400,47.500,3,0,"1","2_Testing"
296.800,307.900,1337,56.500,5,0,"1","1_Training"
296.900,308.000,1332,53.900,7,0,"1","1_Training"
296.800,308.000,1561,38.300,9,0,"1","1_Training"
296.900,308.000,1546,31.100,11,0,"1","1_Training"
296.900,308.000,1713,29.300,13,0,"1","1_Training"
296.900,308.000,1343,44.500,15,0,"1","2_Testing"
296.800,308.000,1391,54.400,17,0,"1","1_Training"
296.800,308.000,1311,58.600,19,0,"3","1_Training"
296.800,308.000,1453,51.000,24,0,"3","1_Training"
296.800,308.000,1510,39.400,29,0,"1","1_Training"
296.800,307.900,1448,48.800,31,0,"1","1_Training"
296.700,307.800,1453,46.000,33,0,"1","1_Training"
296.700,307.800,1468,39.200,35,0,"1","2_Testing"
296.700,307.800,1382,47.500,37,0,"1","1_Training"
296.700,308.000,1580,32.200,39,0,"1","2_Testing"
296.800,308.000,1666,29.800,41,0,"1","1_Training"
296.900,308.000,1409,50.700,43,0,"2","2_Testing"
296.800,308.000,1675,29.700,46,0,"1","1_Training"
296.800,307.900,1698,30.800,48,0,"1","2_Testing"
296.700,307.900,1579,33.400,50,0,"3","2_Testing"
296.700,307.900,1743,27.900,55,0,"1","1_Training"
296.900,308.000,1497,44.800,57,0,"2","1_Training"
296.900,308.100,1741,28.800,60,0,"1","1_Training"
296.900,308.100,1435,45.300,62,0,"1","1_Training"
296.900,308.100,1440,46.300,64,0,"2","2_Testing"
296.900,308.000,1641,33.300,67,0,"2","1_Training"
296.800,307.900,1420,45.400,70,0,"1","1_Training"
296.800,307.900,1611,35.400,72,0,"1","2_Testing"
296.800,307.800,1373,42.900,74,0,"1","1_Training"
296.800,307.900,1683,31.800,76,0,"2","1_Training"
296.900,307.900,1547,32.600,79,0,"3","1_Training"
296.900,307.800,1605,37.000,84,0,"1","1_Training"
296.900,307.900,2010,18.900,86,0,"2","1_Training"
296.800,307.700,1565,40.100,89,0,"1","1_Training"
296.900,307.800,1828,24.600,91,0,"2","2_Testing"
297.000,307.800,1579,34.100,94,0,"2","1_Training"
297.000,307.900,1882,24.200,97,0,"2","1_Training"
296.900,307.800,1285,52.100,100,0,"1","1_Training"
296.900,307.800,1571,35.000,102,0,"1","1_Training"
296.900,307.800,1549,37.800,104,0,"3","1_Training"
296.900,307.800,1544,37.600,109,0,"2","1_Training"
297.000,307.900,1412,47.400,112,0,"2","1_Training"
297.000,307.900,1422,53.000,115,0,"2","1_Training"
297.000,307.700,1867,22.800,118,0,"1","1_Training"
296.900,307.700,1424,43.300,120,0,"1","1_Training"
296.900,307.600,1452,45.700,122,0,"1","1_Training"
296.900,307.700,1550,39.700,124,0,"1","1_Training"
296.800,307.600,1588,37.600,126,0,"1","1_Training"
296.800,307.600,1338,44.400,128,0,"1","1_Training"
296.800,307.600,1513,40.000,130,0,"1","1_Training"
296.800,307.500,1470,45.900,132,0,"2","2_Testing"
296.800,307.500,1516,36.700,135,0,"2","1_Training"
296.800,307.600,1434,48.300,138,0,"1","2_Testing"
296.800,307.600,1368,52.000,140,0,"1","1_Training"
296.800,307.600,1304,48.700,142,0,"1","2_Testing"
296.800,307.600,1398,46.700,144,0,"1","1_Training"
296.700,307.600,1516,37.400,146,0,"1","1_Training"
296.700,307.600,1474,41.700,148,0,"1","1_Training"
296.700,307.600,1547,34.700,150,0,"2","1_Training"
296.600,307.500,1482,39.900,153,0,"2","2_Testing"
296.600,307.400,1436,42.800,156,0,"1","1_Training"
296.600,307.300,1474,40.000,158,0,"1","2_Testing"
296.500,307.200,1481,38.200,160,0,"1","2_Testing"
296.500,307.300,1501,42.100,162,0,"1","2_Testing"
296.500,307.300,1566,37.200,164,0,"1","1_Training"
296.500,307.300,1579,34.500,166,0,"1","1_Training"
296.600,307.400,1631,35.000,168,0,"1","1_Training"
296.600,307.400,1544,42.300,170,0,"2","1_Training"
296.600,307.400,1521,38.600,173,0,"1","1_Training"
296.600,307.400,1616,28.000,175,0,"1","2_Testing"
296.600,307.400,1333,50.200,177,0,"3","1_Training"
296.700,307.400,1533,32.500,182,0,"2","2_Testing"
296.600,307.400,1368,45.100,185,0,"1","1_Training"
296.600,307.400,1465,47.800,187,0,"1","2_Testing"
296.600,307.400,1406,41.500,189,0,"3","1_Training"
296.500,307.400,1565,43.500,194,0,"2","1_Training"
296.600,307.500,1582,37.900,197,0,"1","1_Training"
296.600,307.500,1439,45.500,199,0,"1","1_Training"
296.600,307.500,1566,35.000,201,0,"2","1_Training"
296.600,307.500,1485,42.700,204,0,"1","1_Training"
296.500,307.500,1566,35.100,206,0,"1","1_Training"
296.300,307.300,1439,41.500,208,0,"1","2_Testing"
296.400,307.400,1416,50.000,210,0,"2","1_Training"
296.300,307.400,1465,47.100,215,0,"1","2_Testing"
296.400,307.400,1586,35.500,0,0,"3","2_Testing"
296.300,307.300,1567,31.400,5,0,"1","1_Training"
296.200,307.200,1389,48.600,7,0,"2","1_Training"
296.300,307.300,1368,49.500,10,0,"2","1_Training"
296.300,307.300,1444,49.000,13,0,"1","1_Training"
296.300,307.300,1498,41.600,15,0,"2","1_Training"
296.100,307.200,1615,30.800,18,0,"1","1_Training"
296.100,307.100,1898,22.700,20,0,"1","1_Training"
296.100,307.100,1350,53.300,22,0,"2","2_Testing"
296.200,307.000,1516,37.600,25,0,"2","2_Testing"
296.200,307.000,1542,40.600,28,0,"3","2_Testing"
296.100,306.900,1541,32.600,33,0,"3","1_Training"
296.100,306.900,1951,23.300,38,0,"2","1_Training"
296.100,306.800,1645,31.000,41,0,"3","1_Training"
296.000,306.700,1416,44.200,46,0,"1","1_Training"
296.000,306.700,2044,22.300,48,0,"2","1_Training"
295.900,306.600,1414,50.200,51,0,"1","2_Testing"
295.900,306.600,1678,26.700,53,0,"1","2_Testing"
295.900,306.500,1594,33.200,55,0,"3","2_Testing"
295.800,306.500,1514,37.700,60,0,"2","1_Training"
295.800,306.500,1358,49.200,63,0,"1","2_Testing"
295.800,306.400,1325,56.200,65,0,"1","2_Testing"
295.800,306.400,1339,53.200,67,0,"1","1_Training"
295.800,306.400,1335,51.700,69,0,"2","2_Testing"
295.900,306.400,1892,21.700,72,0,"1","2_Testing"
295.900,306.400,1575,28.500,74,0,"1","1_Training"
295.800,306.300,1444,45.500,76,0,"2","1_Training"
295.700,306.300,1915,22.400,79,0,"1","1_Training"
295.600,306.200,1584,33.600,81,0,"2","1_Training"
295.700,306.300,1685,34.900,84,0,"2","2_Testing"
295.800,306.300,1337,54.600,87,0,"1","1_Training"
295.700,306.200,1464,46.200,92,0,"1","1_Training"
295.700,306.200,1739,25.900,94,0,"2","1_Training"
295.700,306.300,1490,34.300,97,0,"1","1_Training"
295.800,306.400,1356,48.000,99,0,"1","1_Training"
295.700,306.200,1397,52.000,101,0,"1","1_Training"
295.700,306.200,1458,40.600,103,0,"1","2_Testing"
295.700,306.200,2161,16.500,105,0,"3","1_Training"
295.600,306.100,1651,28.100,110,0,"2","2_Testing"
295.600,306.100,1389,46.200,113,0,"1","1_Training"
295.600,306.000,1370,52.400,115,0,"1","1_Training"
295.700,306.100,1408,47.900,117,0,"1","1_Training"
295.700,306.100,1343,54.400,119,0,"1","1_Training"
295.700,306.200,1423,42.500,121,0,"2","1_Training"
295.600,306.200,1426,48.600,124,0,"1","2_Testing"
295.600,306.200,1435,51.600,126,0,"2","2_Testing"
295.500,306.100,1573,35.100,129,0,"1","1_Training"
295.600,306.200,1612,31.200,131,0,"1","1_Training"
